review	score
손이 땀이 하나도 없는경우 표면이 너무 보드라워서 손꾸락이 미끄러짐. 	5
아주 좋아요!! 마우스 그립감이며 속도조절가능한거랑 다 만족스러워요!!	5
배송 총알배송입니다. 아직 사용은 못해보고, 상자만 뜯어보고마우스만 들어？f는데 무게감 좋습니다. 팔목에 무리도 안가겠습니다.	5
깔끔한 디자인에 손이 좀 큰 저한테 딱 맞는 사이즈고 사용감도 좋네요	5
ㄱㄷㅅㄷㄳㄷㄳㄱㄷ	3
좋아용 ㅎㅎㅎ	5
좋아용 좋아요	5
배송도 빠르고 갓맥스틸 너무좋아여 로지x같은거랑 비교가 안되내염 	5
지인에게 추천해서 두번재로 구매합니다. 역시 최고의 가성비 제품.	5
잘받았습니다.감사합니다.	5
배송도 빠르고 제품도 하자없이 잘 도착했습니다.마음에 쏙들어요	5
우왕좋음 손에 있는 기름이 많이 묻지만 가격대비 효율성이 좋네요..잘쓰고 있습니다. 많이 파세요^^	5
적극추천 마우스 외형도이쁘고 빛나는것도 이쁘고 그립감도좋고 클릭도 잘되고 좋습니다 구매하기 잘한거같네요.	5
너무 잘쓰고 있어요 가격에 비해 훨씬 좋아요 배송비까지 합해서도 싸다고 생각할 정도네요 클릭 소리는 좀 나지만 마우스 감도에 따라 색도 바뀌고 고급지네요 감사합니다.	5
마우스랑 장패드 같이샀는데 엄청좋네요 또 구매의향 있습니다.	5
배송 빠르고 색깔별로 속도 바뀌는것도 체크할수 잇어서 좋네요	5
아들이 흐려고 주문한건데 앞으로는 pc방 안가조 된다고 하네요	5
늘구매하는건데 오전에 주문안하면 2틀 걸리는게 참 아쉽네요	2
게이밍 마우스 좋네여 피시방온거같아요 그립감좋구요 너무 적당히 마찰되는느낌 아주좋습니다 가성비좋네여	5
저렴한데 디자인도 좋고 잡을때 느낌도 괜찮네요불도 살짝살짝 나오는게 이쁘구 추천합니다	5
제품은 괜찮은데 택배기사분은 왜 물품을 던지고가시는지..	5
너무너무 좋아요!! 적극추천	5
미니 마우스 사려다가 큰거 사길 잘했어요배송 빨라요.	5
마우스감도도 좋고 디자인도 이뻐 마음에 쏙 드네요~ 	5
너무좋아요 진짜 가성비 너무 좋아요. 싸고 배송도 빠르네요.맥스틸g20을살까 하다가 이걸샀는데 손이 작은 사람들은 g20이더좋고 나머진 g10이더 좋네요	5
아이가 좋아해요믿고 구매한거니 좋겠죠만족합니다	5
빠른배송 만족합니다 제품도 괜찬아요 가성비 좋음	5
좋아요~ 빨간날 껴서 쉰날빼면 바로배송 왔어요~	5
좋음 빠름 원래쓰던거 매트블랙 재질은 좀 바뀜 	5
가격도 싸고 가성비가 상당하네요 잘쓰겠습니다	5
최고에요 하루만에 배송, 좋은 품질 싼 가격 최고입니다잘 받았고 앞으로 몇년간 계속 쓸텐데 고장나지 않고 잘 쓸 수 있길!색상도 딱 마음에 들고 DPI 따라 불빛 바뀌는것도 정말 편하고 좋네요 잘쓸게요!	5
잘받았습니다 처음사용해보는거라 독특하네요	5
배송빠른편이고 가격대비 쓰기 좋습니다 추천	4
블랙마우스 넘 이쁘고 튼튼해보여요 잘쓸께요	5
이거 보통물건 아닌데요     적극 추천합니다.	5
문제없는 양품 잘 도착했습니다 싸고 좋네요!	5
좋아요 배송도 빠르고 좋습니다. 감촉도 정말 좋고, 마감이나 완성도가 가격대비 굉장히 만족스럽습니다.	5
흰색할까 고민했는데 아주 마음에 듭니다 ㅎ	5
감도도 좋고 손에 착착 감기네요많이 파세요	5
가격대비갠찮한듯 여기저기 좀 따져보고 골랐는데 이가격에 이정도면 나쁘지않은거 같아요 구매평보고 구매했는데 너무둔하다 너무크다는 평때문에 고민했는데 써보니 나쁘지 않음	4
게이밍 마우스는 처음 써보는데! 좋으네요~ 	5
배송도 빨랐고 가격대비기능도 훌륭합니다	5
한달 사용해 보고 올리는 구매평 예전 쓰던게 로지택 g1 이었는데 그립감이나 마우스무게감 이런게 아직도 잘 적응이 안되네요.제품이 나쁘다는건 아니구요.생각했던것보다 납작한 편이구요 무게감도 약간 있는편입니다~	4
음! 숨 쉬는 마우스가 저에게 가져다 주는 묵직한 무게감이 게임하는 내내 느껴졌습니다. 좋습니다, 좋고요.	5
아이가 게임하는데 필요해서..좋다네요~^^	4
짱좋아요 후후후 빛나는거도 짱예짱예요	5
피시방에서 보다 구입했는데 만족합니다	5
부드럽게 미끄러지고 클릭도 잘 됩니다.	5
배송도 양호하고 제품도 마음에 드네요	5
맥스틸 TRON G10 MAXTILL TRON G10 게이밍 마우스 동생이 이 마우스 샀는데 괜찮은거 같아서 게임용으로 하나 샀습니다 무선보다는 유선이 게임할때 훨신 수월하죠 디자인도 괜찮고 그립감도 좋습니다	5
마우스 정말 좋고 배송이 진짜 빨라요	5
엄청빠르고제손에 촥감기는게 좋네요	5
좋습니다. 다음에도 믿고 구매할게요.	5
배송 빠르고 가격대비 제품이 좋아요!	5
배송도 빠르고 가격대비 만족합니다.	5
너므너므 저아연 앙히릿!	5
크기도크고정말너무좋습니다!!강추	5
편리하고 좋아요 반응 속도  조절이 편리해서 좋았고 속도도 빨라서 작업하기 수월했습니다~다음번에도 또 구입하고싶을것 같아요	5
배송도 좋고 마우스도 넘. 좋아요~~	5
배송도 빠르고 상품도 맘에 들어요	5
마우스진짜이쁘내요~^^ 많이파세요	5
아주 좋습니다 장패드 덕분에 책상이 깔끔해진거같아서 아주 기분이 좋습니다 마우스도 부드럽구요 많이들 쓰는데 이유가 있군요	5
딱좋아요! 감도도좋고 맘에들어용	5
구으으으매에에에에ㅏ평	3
전에 쓰던 마우스 보다 좋습니다	5
저는 구매확정을 눌러주는것도 중요하지만 정확한 상품평을 남기느라 1주일 사용후에 구매평남깁니다. 일단 드라이버 따로 설치해서 값 지정 가능하고, 또 손 큰편인데 그립감 나쁘지 않음	5
그냥 저냥 쓰고있습니다 개인적으로 g100s 가 더좋은거 같습니다dpi설정도 좀더 디테일하고	3
깔끔하게 잘왔네요  감사합니다	5
아직 며칠 안썼지만 쓸만하네요	5
아들이 편하게 사용하고 있어요	5
그냥 롤쓰려고산건대 서든용임	3
괜찮네요 마우스패드가 생각한거보다 작지만  나쁘지않네요  좋은구매	5
쵝오쵝오쵝오	5
그립감좋고가성비는최고인듯	5
배송도 빠르고 품질도 좋아요	5
배송도 빠른 편이고 괜찮네요	3
좋아요!  마음에 들어요 ㅎㅎ	5
배송 잘왔는데 한동안대기중	5
만족합니다~~ 재구매 입니당	5
배송빠르고잘받았습니다 이	5
좋아요 너무좋습니다!! 귯귯	5
개인적으로 스타크래프트를 하려고 구매했으나 마으스 크기가 너무 크고 다소 무거워 생각보다 편하진 않습니다 생각한데로 빠르고 자유롭게 움직여지지 않아 좀 답답할때도 있네요	3
와.. 맨날 지원이만 쓰다가 구매해봤는데 디자인 ,성능 , 가격 어느하나 빠지는게 없네요 전용소프트웨어도 있어서 개굿 이가격에 말이안돼... ㅋㅋㅋㅋ 너무잘쓰고있습니다	5
역시 인기 있는 이유가ㅎㅎ	5
만족합니다 배송은 3일정도	5
배송 느리고 제품도 별로임	2
손에 안익어서  불편하네요	5
배송 공휴일 제외 4일 걸림	2
그냥 가격대비 만족합니다	3
만족스럽게 쓰고있습니다.	5
손에 딱 맞고 좋네요 굳굳!	5
클릭감이 아주 좋습니다~~	5
처음써보는데 만족합니다	3
좋습니다 가성비짱이에요	5
배송빠르고 매우좋습니다	5
잘 받았습니다. 이쁘네요.	5
저렴하고 이쁘고 좋아요 	5
매우 만족하고있습니다.	5
배송이 그리빠르진 않음	3
그립감이 마음에 들어요	5
잘 받았어요.잘 쓸게요.	5
아주만족해요.최고에요	5
빠른배송 잘받앗습니다	5
가성비가 아주좋은 그리고 성능도 뒤쳐지지않는 좋은 마우스입니다	5
좋습니다조항용 하루만에 배송이오네요 배송완전빨라요 오자말자 연결해서 써봤는데 좋네요ㅎㅎ 완전맘에듭니다 굳굳	5
크 말이 필요하나요 ㅎ	5
배송준비중이지만좋다	5
항상 쓰는건데 좋아요~	5
배송도 빠르고 좋긴함	4
배송도 품질도 좋네요	5
제법 뽀대나고 괜찮음	5
ㅎㅎ제품 좋습니다.!~~	5
아주 잘쓰고 있습니다	5
하루만에 배송왔네요	5
가성비로 너쁘지않음	3
맘에들어요 배송뻐름	5
가격대비 최고네요ㅎ	5
만족스럽습니다ㅎㅎ	5
잘 쓰고 있어요 굿굿	5
마우스를 어떤걸 구매할까 하다가 가장  인기많은 마우스를 구매했어요. 제가 직접사용하는 마우스가 아니라서 제품의 정확한 평가를 못하겠네요.	5
아들이 넘 좋아해요	5
색갈이 너무 이뻐요	5
ㄹ 괜찮네여 ㅎㅎ 부드럽고 색깔도 이쁘게 변해서 넘너무 좋네여 ㅎㅎ 잘쓸게여 번창하세영 ㅎㅎㄴㅇㄴㄹ	4
좋아요!!! 편하네요	5
디자인이 이쁘네요	5
아들이 좋다하네요	5
가격대비 좋아요~!!	5
미ㅐ우 만족합니다	5
좋네요 무난합니다	3
굿인거 같습니다...	5
게임용으로 좋아요	5
가성비좋은마우스	5
가성비 굿입니다. 	5
잘 받았씁니다..../	5
손에 잘 맞습니다	5
제품 만족합니다!	5
넘 무 좋네요ㅎㅎ	5
대박 완전 좋아요	5
잘 수령했습니다.	5
26373782	3
빠른배송 좋아여	5
굉장히좋습니다.	5
편하고 좋네요...	5
추천합니다ㅋㅋ	5
빠르고 좋아요!!	5
좋아요굿이네요	5
저가형 최고죠 로X텍 왼쪽 마우스 클릭 불량 1년도 안되서 나고.. (전 게이머 아닙니다) 맥스틸 마우스 지금 사용중인데 마음에 들어서 전직원들 다 교체해 줬습니다~ ㅎㅎ	5
배송 매우빠름	5
너무 좋슺니다	5
넘 예뻐요오오	5
아주 좋아요 ^^	5
마우스 좋아용	5
빠르고예뻐요	5
그립감좋아여	5
마우스잘되요	5
감사합니다~~~	5
만족합니데이	5
반짝반짝 아주 좋아요~^^	5
아주좋어요~	5
감사합니당 	5
굳 좋습니다	5
완전조아용	5
디자인깔끔	5
좋아요어오	5
완전좋아오	5
갠춘한듯요	3
아무좋아요	5
만존가나다	5
다섯글자다	5
잘쓸게용ㅛ	5
괜찮슥ㄴ다	3
짱좋은듯함	5
ㅋㅇㅋㅇㅋㅇ ㅇㅋㅋㅇㅋㅇㅇㅋㅋㅇㅋㅇㅋㅇㅋㅇㅋㅇㅋㅇㅋㅇㅋㅇㅋㅇㅋㅇㅋㅇㅋㅇㅋㅇㅋㅇㅋㅇㅋㅇㅋㅇㅋㅇㅋㅇㅋㅇㅋㅇ	5
괜찮아여^^	3
음 좋네욤!	5
부드럽게 움직이고좋아요.왐마 게임하려면 역시 맥스틸 이죵.ㅋㅋㅋ추천부드럽게 움직이고좋아요.왐마 게임하려면 역시 맥스틸 이죵.ㅋㅋㅋ추천	5
좋습니당~	5
잘쓸게용~	5
손에 감김이 좋아요 아들의 요청으로 사주었는데배송도 빠르고 그립감이 좋아 아들이 좋아하네요살짝 큰 듯한 느낌이었는데받고보니 손에 딱이네요~~	5
12345678910	5
가성비꿀임 이가격에 이정도 품질은 인정합니다집 회사 2개샀는데 아주아주 만족함...감사합니다~ ㅎㅎ	4
.safely	5
잘받았습니다 빠른배송으로 잘 받았습니다..이미 검은색 사용중인데흰색이 깔끔하고 좋네요..만족합니다..ㅋㅋㅋ	5
감사합니당  생각보다 그립감도 좋고 너무 좋네요 ㅎㅎ많이 파세요 감사합니당^^저렴하게 잘 샀습니다 ㅎㅎ	5
가성비 가격에 비해 좋다고 합니다팀장님이 좋아하시네요배송도 빠르고 잘 왔어요가성비 만족이라고 합니다	4
이것저것 보다가 고민끝에 사긴했는데 손큰분들한테는 작을스도있어요 dpi조절 깜박임 조절도가능하니 가격대에비해 좋네요 하지만 코팅이 전미끄럽던데..	5
ㅁㄴㅇㄴㅁㅇㅁㄴㅇㅁㄴㅇㅁㄴㅇ	5
무선인줄 알고 구매했는데 ~~~그래도 잘 쓰려고요~~~ㅋㅋㅋ	3
좋습니다 오버워치, 배틀그라운드 주로 하는데 너무 좋습니다특히나 DPI 설정이 4000까지 가능한게 유용하네요하지만 실상은 2000미만으로 사용하지만..	5
가격대 치곤 괜찮음 손에 땀많이 나는편인데 불편함없이 사용할수있었음 근데 민감도 잡기 어렵고 클릭할때 뭔가좀 뻑뻑한느낌이 있음	3
좋아~ 아주 좋아~	5
2 231213ㄷㅂㅈ213ㄷㅈㅂ213ㅂㄷㅈ231231ㅂㄷㅈㅂㄷㅈ231ㅂㄷㅈ213ㅂㄷㅈ231231231213231231	5
싸고좋아요 싸고                                                                                                        좋아요	5
adfadfadfasdf asdfadfasdfadfadfadfasdasvcvzcvzcvzxcvzxcvsawervasdadv	5
저렴하지만 좋아요 배송 매우 빠르고 잘 포장돠어 왔습니다.. 게임하기 정말 편할거같아요.. 이동속도 조절도 매으 좋네요. 다음에도 구매할께요	5
추천 제가민감해선지는모르겟는대 g1보다 마우스가 살짝뻑뻑한거같아요 fps같은거할때 뻑뻑하면 반응살짝느려져서좀..  에임은 부드럽게 잘돌아가네요	4
추천해요 저번꺼는 한 1년 반정도 사용하고 이번꺼는 코팅된걸로 삿는데 너무 좋아요. 촉감도 좋은게 잘 코팅되어 있어여. 다른 마우슨느 잘 안쓰고 이거랑 로지텍만 쓴느듯.... ㅎ	4
좋아요~ 좋아요~ 좋아요~	5
아주 좋아요 ㅎㅎㅎ	5
좋아요 좋아요 좋아요~	5
fdsfsdfsdfsdf	5
만족 만족	5
너무이쁘고 좋아요~굳 바로 연결해서 오버워치햇어요 ㅋㅋ피씨에 맨날 담배냄새 쩔었는데 집에서하니 너무좋아여 ㅠㅠ	5
ㅂㅈㄷㅁㄴㄹㅎ도	5
조아조아조아조아조아조아조아조아조아조아조아조아조아조아조아조아조아조아조아조아조아조아조아조아ㅗㅈ아ㅗㅈ아ㅗㅈ아ㅗ자오자오자ㅗ아종자왖왖오자오자와조아조앚왖와조앚왖왖옺아ㅗㅇ자ㅗㅈ아ㅗㅇ자ㅗㅈ	5
좋아요~~ 쓰던거 다버리구 사용하구있는뎅 클릭감두좋고 마우스도 부드럽게 잘움직여서좋아용~~다음에도 살의향있어요~!! 칼라바뀌는것도 색상뻐서좋아요~! 많이판매하세요!!	5
굿굿 배송도 엄청빠르네요 가성비도 최고인것같고 만족합니다 ㅎㅎ 언제까지 쓸지는 모르겟지만 오래 썻으면 좋겟네여	5
매우매우만족	5
아주만족만족	5
ㄳㄳ 생각보다 마우스가 큼!남자손 치고..큰 손인데..그래도 큼 ㅋ	3
배송이 빠르고 제품이 좋습니다 소문으로만 듣던 TRON G10 (Rubber)을 구입하였습니다실제 사용해보니 그립감도 좋고 고무라 그런지 손에 붙어서 마우스가 사용하기 좋았습니다감도도 좋네요잘쓰겠습니다매우 만족 합니다	5
불빛도 마음에 들고 이쁘네요  부드러우니 렉없이 잘 돌아갑니다 게임용으로 아주 편하게 사용하고잇어요 줄도 튼튼하고 갠추하네오	5
좋아여 포장잘되서 왔어요.배송도빠르구여..잘쓰다가 바꿀때 또 여기서 바꿀게요.감사합니다~	5
아 매우 만족스럽네요. 안그래도 클릭버튼이 고장으로 문제가 있었는데 좋은 제품 잘 구매한것같아 좋습니다.	5
좋은데 가격이 좀 애들이 좋아해요 가격을 좀 비싸게 산것같네요 비교해보고 살걸 다음엔 비교해보고 사야겠네요 일단 아들이 좋다니까	3
그립감도 좋고 디자인도 좋고 마음에 듭니다	5
마우스가 무광스타일이라 깔끔하고 이뻐요.다만, 손에서 땀이 날때는 조금 그렇네요.. 그거 말고는 괜챦아요.	5
예쁜 게이밍 마우스입니다. 마우스 크기도 적당하고, 감도조절을 하면 옆에 LED 색깔도 바뀌고 예쁘네요.마우스 클릭 느낌이나 포인터의 움직임도 꽤 좋습니다. 저렴한 가격으로 좋은 제품을 샀다는 생각입니다.	5
첨엔 그립감이 좀 그랬지만 적응 되더라구요ㅎㅎ이쁩니다♡	4
기대 안했는데 굿이네요. 사이즈 큰편이고 남자손에는 아주 잘맞습니다.아기자기한거 원하시는분들은 별로겠지만.남자분들이나 게임 좋아하는분들은 추천합니다클릭감도 좋고 디자인 좋네요가성비킹입니다.	4
배송도 빨라요 마음에 듭니당ㅎㅎ 노트북이 흰색이라 하얀거 찾다가 구매했는데 마음에 들어요 깔끔해서 이뻐요	5
짱 죠음 ㅋㅋ 쓰던거 고장낫싼맛에 삿는데너무 좋네여 첨에 적응하기가 힘들엇음일반 마우스보다 약간큼	5
배송도 빠르고 포장 상태도 물건도 다 마음에 듭니다~!	5
마우스는 만족합니다.다만 손목보호대 마우스 패드는 추천하지 않습니다. 평평하지않아요..	3
투턴합니다. 제품이와서 바로 옵치돌렷어요. 티어가 다이아 인데 이 마우스로 하니 1600점 됫어요. 아.. 제 한조 픽한건 비밀 ㅎㅎ	4
그립감 무게 다 엄청 좋습니다 만족합니다^^	5
마우스 조아영 싼 가격에 잘 산거같아요!게임하는데에도 문제없어요완전 좋음 !!! 추천드려요!!!!ㅎㅎ	5
배송빠르고 물건좋네요,은은한 보라빛도 예쁘고..옆부분에 페이지앞-뒤로 넘어가는 버튼도 편해요!	5
가격대비 마음에 들어요 굿ㅊㅍ누ㅡㅗㅛㅓㅜㅋㄵㅈㅈㄱ가이그려차너우구버ㅂㅁㅊ허ㅜㅏ,ㅏㅓㅇ러엉고ㅓㅓ허허핳옪ㄴㄻㄹㅋㅇㅇㅋㅋ호코코코코쿠쿠쿹ㅊㅌ처처러오나처총ㅇ 으ㅓㅏ거거	4
색깔 정말 마음에 듭니다 잘쓰겟습니다	5
저는 그립감 괜찮게 사용하고 있어요! 1000Hz 맞춰놓고 사용하니 딱 좋아요!	5
추천합니다 사용해본 결과 손에 착 감기는 게 굉장히 편안하고 마우스로 빠르게 감도를 조절할 수 있는 것이 마음에 듭니다	5
구냥 쏘쏘.. 막 엄청대단하지도 아니지도 않고 손에 그립감이 싸구려 만지는 느낌이 있음.. 그래도좋긴하네요 가성비가^^~	4
매트블랙 사세요  하루썻는데 벗겨지는건 너무이해안되네여 당장쓸마우스 없어서 쓰긴쓰는데 너무하네요 내구성이라는게 버튼 클릭만 내구성에들어가나여 ?	2
저렴하고 빠른배송! 게다가 예뻐요 매트인데도 옵션가안붙고 저렴하고 빠르네요 좋아요 ㅎㅎ 다음번에 키보드나 마우스패드 등 구매할 때도 이용할게요	5
약간딸각거리는소리나는게 거슬리긴한데 다른거는 불만없습니다.무겁다고해서 고민많이했는데 생각보다 많이무겁지는 않네요	5
마우스의 감촉도 좋고 선도 그저 고무가 아니라서 디자인이 굉장히 깔끔합니다. 좋아요 	5
무게감도 좋고, 감도도 만족합니다.	5
그냥 저만 쓸만한 마우스.. 손이 크거나 마우스 커야하는 FPS류 게임 하시는분들 화날때 던지고 짜증날때 때리고 하기에 좋은 마우스서든플레이시 500으로 맞춰주셔야해요	4
잘왈어요 배송이 참 빠르고 좋네요 퇴근하고 오니까 집 앞에 바로 잇었어요!! 안전하게 왓고 그립감더 젛았습니다	5
좋네요 일단 너무나 견고한 느낌이 들어 좋습니다. 클릭감도 무난하고 휠도 적당한 무게감이 느껴져 만족합니다	5
처음이라 약간 끈적거리는게 있는데 전체적으로 이쁘고 쓰면쓸수록 괜찮아지네요	5
좋긴좋은데 이거 다른거는 마우스 밑에 벌집무늬있던데 왜내껀 없는지 모르겠음 다른기종인가 둘다 g10은 맞는데 왜내건 밑에 벌집무늬랑 마우스 무게감도 다른것보다 가벼운건지.. 기종이달라서 그런지 왠지 모르겟슴	3
빠른배송 좋습니다 ㅎㅎ굿굿	5
남자친구가 좋다고 추천해줘서 샀는데 좋아요 dpi도 맞출 수 있고 맘에 들어요 다른사람 마우스 산다고 하면 추천해줄꺼에요~~좋아용좋아~~! 두번 사세요 ! 뱌송도 빨라요 짱이에요ㅎ	5
빠른배송과품질bb 빠른주문과 물품의 품질이 좋아서 다시 이곳을 찾아 재구매를했습니다. 다음에 또 사야할일이이있으면 이곳에서 재구매할 의향이있습니다 ㅎㅎ	4
이거 사지말고 매트블랙 사세요 배송하루만에 벗겨지는건 아니지않나,, 	2
부드럽게 잘 움직입니다. 로지텍 대신 차선택으로 구매했는데 괜찮네요	5
뻐른배송 감사합니다	5
좋대요좋대요좋대요좋대요	5
ㅁㄴㅇㄹㄴㅇㅁㄻㄴㅇㄹㄴㅇㅁㄹㄴㅇㅁㄹㅇㄴㅇㄴㅁㄹ ㅁㄴㅇㄹㅇㄴㅁㄻㅇㄴㄹㅇㄴㅁㄻㅇㄴㄹㅇㅁㄴㅇㄹㅇㅁㄴㄹㅇㅁㄴㄹㄻㄹㅇㄴㄻㄴㄻㄴㄻㄴㅇㄹㄴㅁㅇㄹㅇㄴㅁㄹㄴㅁㄹ	5
좋음ㅇㅇㅇ	5
개샷개샷샷	5
좋네요근데 항상 가벼운 마우스만 써서 그런지 좀 무거운것같아요	5
동네 피시방에서 사용하던 마우스 똑같이 산 거라 가격대비 만족합니다! 감사합니다 ㅋㅋ	3
전반적으로괜찮아요 노트북에 좋은마우스를 쓰고싶어서 구매하엿는데요 전반적으로 괜찮고요 그립감은 제가생각햇던것보다 덜하지만 만족스렂습니다	4
좋아용 불빛이 사는게 색깔이 아주 이뻐요 그립감도 좋고 다 맘에듭니다.  마우슻만족 합니다용 짱!	4
ㅇㅇㅈ ㅈㅇㅇ	5
정말 감사 합니다!,  잘 쓰겠습니다!!	5
컴퓨터를 꺼도 마우스를 클릭하면 led를 끌수없다는게 아쉽네요	5
만족스럽네요 코팅되어 있어서 손때가 안타는게 정말 좋습니다	5
완전만족합니다ㅎㅎㅎ	5
그냥 그럼 그냥 쓰던거 살걸 그랬다	3
첫 그랩감은 너무 좋네요 가성비값 할꺼같아 기대중입니다~ㅎ	5
ㅁㄹㅁㅅㅎㅇㅅ	5
오버워치 골드에서 다이아로 올라갔습니다. 마우스 쩌네욧	5
맥스틸g10 그립감도 편안하고 마우스도 별로 무겁지않아서 손목에 무리도 잘안가고 게임용 마우스 정말좋네요	4
잘받았어요 적당한가격에 잘받은거같아요.크기도 적당하고.잘 눌리네요.배송도 빠르고 .좋습니다.많이파세요.	5
아직 사용을 안 해봐서 잘 모르겠지만... 그립감은 좋네요	5
완전 좋아요 완전 추천합니다	5
사용해보니 꽤나 좋은편이네요지인들에게도 추천합니다	5
그립감 좋고, 가격 좋고, 디자인 좋고, 무빙 좋고	5
전에 쓰던거라 계속 쓰게 되네요 좋은 물건 많이 파세요	5
손 작은데 그립감 괜찮고 가격대비 훌륭한 성능입니다!	5
아주 잘샀음..매우 좋음 소리 잘들리고 마우스도 이쁨	5
좋아요 피C방에서 보던거랑 똑같아욤!좋아요오 ~! 화이트라서 더 깨끗하고 이뻐보여요~~~! 오버워치할거에요	5
좋아요 게이밍마우스 처음 써보는데 메크로도 있고 무게감도 있고 속도조절가능하고 좋네요메크로에 마우스 계속누르는 그런효과없는게 아쉬워요	5
많이 팔리는만큼 좋아요 그게 좋다 나쁘다라고 못하겠는데 많이 팔리는 이유는 있겠지요 가격대비 괜찮은거 같아요다만 조금 가벼운것 같아요 그리고 제 손에는 조금 크네요 ㅡㅡ	4
굿입니다 잘쓰겟습니다~	5
저희아들이 게임용으로 사달라했는데괴안네용~~~♡	5
좋아요 마우스가 고장나서 바꿨는데 색상두이쁘구 좋아요크기가 원래 썼던거보다 커서 첨엔 불편했는데쓰다보니 좋네요~	5
감도도 좋고 LED도 이쁘게 잘나오네요. 만족합니다	5
dpi 단계 조절 버튼이 있어서 편리하고뒤로가기 앞으로가기 버튼도 좋아요한손에 착 감기는 그립감도 일품이고led는 덤^^	5
부드럽고 그립감도 좋네요.매우  만족합니다. ^^	5
3년쓰다 고장나서 하나더 구입했어요 가성비갑	5
배송도 빠르고 마우스도 그립감이 괜찮습니다.	5
그립감 클릭압력 디자인 다 만족스럽습니다!	5
맘에들어요 피시방에서 보다 구입했는데 맘에 들어요 여러 옵션조정 하는것도 있고 나쁘지 않은 선택입니다. 많이파세요	5
저렴하기도하지만 불빛도 나오고 멋지네요	5
빠른 배송 감사합니다. 만족합니다.	5
배송도빠르고 가격대비 최고입니다감사합니다~	5
정말 빨리오고 정말 좋아요 !!!!	5
깔끔하고 편해서 좋네요 잘쓰겠습니다ㅔ	5
베송이 약간 느린거 빼고는 만족합니다.	5
로지텍만 쓰다가 금방 고장이 나서 싼 제품 찾다가 요거 구입했네요. 아직까진 만족	5
빠른 배송과 좋은 제품에 만족 합니다.	5
이번에 사이즈 큰걸로써보려고 샀는데아직은 좀 적응이 필요한것 같네요배송도빠르고 성능이나 기능에 문제는 없습니다소프트웨어로 세부 조정이가능해서 잘 맞춰서 사용중!	5
만족해요 마우스 알아보다가 여기꺼 사길잘했더는 생각이 들었네요 완전 만족합니다~~ 추천해요^^!!!	4
크기가 살짝큰데 작은것보단 나아요	5
좋아요 애들이 좋아해요 좀 비싸게 산것 같아요	3
하아 매트블랙이 안벗져서 가버렷! 	3
좋습니다 원하느던대로 잘 되네요~	5
두번째구매입니다배송도 빨랐고요	5
기존 마우스보다 부드러워서 좋음!	5
오버워치 하는데 잘쓰고 잇습니다	5
좋긴한데 요새 휠이 덜눌리는느낌	5
^^b 빠른배송 감사~! 감도 좋으네여	5
그립감도 좋고! 가성비 최고네요!	5
좋아요 남자친구가 2개 먼저 사고 좋다고 적극 추천해줘서 샀는데 진짜 좋아요 게임할려고 샀는데 dpi도 조정할 수 있고 좋아용 배송도 빨랐어요~~!	5
2개째 사용하고 있는데 좋습니다	5
배송빠르고 제품모두만족합니다	5
이쁘고 편하고 가격대비 좋아요	5
너무 좋은가격에 잘 구매했어요	5
빠르게 잘받았고 물건도 좋네요	5
써보니까 잘샀다고 생각드네요	5
가격도 착하고 성능도 좋네요.	5
가성비 굿 마우스 너무 좋아요	5
새 마우스 냄새 너무좋아 헠헠	5
마우스 진짜 괜찮은거 같네여	5
배송빠르고 제품 만족합니다.	5
배송이 빠르고 품질 좋습니다	5
디자인도 맘에 들고 괜찮네요	5
빨리오고 좋네요 만족합니다	5
배송도 빠르고 완전 좋아요~~	5
별다른 문제는 없어보이네요	3
ㅁㄴㄷㄱㅍㄴㅇㅍㄱㅁㄴㅇㄱㅍㅁㄴㅇㅍㅁㄴㄱㅍ ㅁㄴㅇㄱㅍㅁㄴㄱㅇㅍㅁㄴㅇㄱㅍㅁㅁㄴㄷㄱㅍㅁㄴㅇㄱㅍㅁㄴㅇㄱㅍㅁㄴㅇㄱㅍㅁㄴㅇㅍㄱㅁㄴㅇㄱㅍㅁㄴㅇㅍㄱㅁㄴㅇㄱㅍㅁㄴㄱㅍ	5
써보니 맘에 듭니다 좋네요	5
아이들이 아주좋아  하네요	5
오래써도 고장이 없습니다.	5
좋습니다 좋아요 가성비값	5
손에 딱 맞고 좋습니다!!^^	5
이쁘고 편하고 가격대비 좋아요	5
너무 좋은가격에 잘 구매했어요	5
빠르게 잘받았고 물건도 좋네요	5
써보니까 잘샀다고 생각드네요	5
가격도 착하고 성능도 좋네요.	5
가성비 굿 마우스 너무 좋아요	5
새 마우스 냄새 너무좋아 헠헠	5
마우스 진짜 괜찮은거 같네여	5
배송빠르고 제품 만족합니다.	5
배송이 빠르고 품질 좋습니다	5
디자인도 맘에 들고 괜찮네요	5
빨리오고 좋네요 만족합니다	5
배송도 빠르고 완전 좋아요~~	5
별다른 문제는 없어보이네요	3
